parameter_id,node_id,parameter_name,unit,value,min_value,max_value,context,confidence_level,source_document,extraction_date
PAR_5314,MAT_10018,Тип,,Решетчатая,,,Затяжка кровли горных выработок,High,ГЖ_01_25.pdf,2026-07-03
PAR_5315,PRO_10019,Глубина,м,,300,,Моделирование массива горных пород на глубине более 300 метров,High,ГЖ_01_25.pdf,2026-07-03
PAR_5316,EQU_10025,коэффициент крепости,ед. по шкале проф. М. М. Протодьяконова,"0,85",,,оценка прочности угля,High,ГЖ_01_25.pdf,2026-07-03
PAR_5317,EXP_10022,азимут вектора главных напряжений,градусы,62,,,измерение геотектонических напряжений,High,ГЖ_01_25.pdf,2026-07-03
PAR_5318,EQU_10032,сейсмическая энергия,Дж,,6,244695,регистрация сейсмических событий,High,ГЖ_02_25.pdf,2026-07-03
PAR_5319,PRO_10038,Объем бурения,м,10000,,,Снижение общего объема бурения разгрузочных скважин,High,ГЖ_02_25.pdf,2026-07-03
PAR_5320,EQU_10043,Частота,МГц,,400,900,Георадиолокационные исследования,High,ГЖ_02_25.pdf,2026-07-03
PAR_5321,MAT_10046,Прочность,Не указана,,,,Повышение прочности закладочного массива,High,ГЖ_02_25.pdf,2026-07-03
PAR_5322,MAT_10046,Себестоимость,Не указана,,,,Снижение себестоимости закладочных работ,High,ГЖ_02_25.pdf,2026-07-03
PAR_5323,EQU_10055,Нагружение анкера,т,15,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5324,MAT_1210,Содержание кобальта,% (мас.),"1,48",,,В жильном бирюзоносном кварце,High,ГЖ_02_25.pdf,2026-07-03
PAR_5325,MAT_1210,Содержание мышьяка,% (мас.),"0,85",,,В жильном бирюзоносном кварце,High,ГЖ_02_25.pdf,2026-07-03
PAR_5326,MAT_10061,содержание меди,%,9.4,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5327,MAT_10065,содержание цинка,%,7.7,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5328,MAT_10072,composition,,,,,"Содержит значительное количество Pb, Zn, Ag, Cu, Fe, Co, V, As и редкоземельных элементов",High,ГЖ_02_25.pdf,2026-07-03
PAR_5329,MAT_10074,радиоактивная аномалия,мкР/ч,,100,300,на одном из участков Бирюзакана в кварцевых порфирах,High,ГЖ_02_25.pdf,2026-07-03
PAR_5330,MAT_10079,Содержание CuO,% (мас.),"2,7",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5331,MAT_10079,Содержание MnO,% (мас.),"0,4",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5332,MAT_10079,Содержание SO3,% (мас.),"1,2",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5333,MAT_10079,Содержание F,% (мас.),"4,5",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5334,MAT_2441,Содержание CuO,% (мас.),"3,5",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5335,MAT_2441,Содержание MnO,% (мас.),"3,6",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5336,MAT_2441,Содержание SiO2,% (мас.),"4,8",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5337,MAT_2441,Содержание Al2O3,% (мас.),"8,3",,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5338,MAT_10081,предел прочности при объемном сжатии,МПа,,16,24,при различных боковых давлениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5339,MAT_6490,предел прочности при объемном сжатии,МПа,,15,30,при боковом давлении σ3 = 6 МПа,High,ГЖ_02_25.pdf,2026-07-03
PAR_5340,MAT_10081,предел прочности при объемном сжатии,МПа,,"10,3","33,4",при заданных боковых давлениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5341,MAT_6490,предел прочности при объемном сжатии,МПа,,"43,9","65,4",при заданных боковых давлениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5342,MAT_10081,предел прочности,МПа,,,,при объёмном сжатии с боковым давлением,High,ГЖ_02_25.pdf,2026-07-03
PAR_5343,MAT_6490,предел прочности,МПа,,,,при объёмном сжатии с боковым давлением,High,ГЖ_02_25.pdf,2026-07-03
PAR_5344,PRO_10083,боковое давление,МПа,,1,6,условия проведения испытаний,High,ГЖ_02_25.pdf,2026-07-03
PAR_5345,PRO_862,предел прочности,,,,,характеристики бишофита,High,ГЖ_02_25.pdf,2026-07-03
PAR_5346,MAT_10081,прочность при объемном сжатии,МПа,,,,при одинаковых величинах бокового давления,High,ГЖ_02_25.pdf,2026-07-03
PAR_5347,MAT_10081,сцепление,МПа,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5348,MAT_10081,угол внутреннего трения,градус,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5349,MAT_10093,Triaxial compressive strength,,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5350,MAT_10094,Internal friction angle,,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5351,MAT_10081,предел прочности при одноосном растяжении,,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5352,MAT_10081,предел прочности при одноосном сжатии,,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5353,MAT_6490,предел прочности при одноосном растяжении,,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5354,MAT_6490,предел прочности при одноосном сжатии,,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5355,PRO_10098,Ширина вскрышной заходки,м,,,,Определяется по формуле с учетом коэффициента разрыхления торфов при их экскавации.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5356,PRO_10098,Высота отвала торфов,м,,,,В случае выкладки торфов на пологий борт россыпи принимается равной высоте разгрузки экскаватора.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5357,PRO_10099,Ширина бермы,м,,7,25,Зависит от типа драглайна и условий работы,High,ГЖ_02_25.pdf,2026-07-03
PAR_5358,EQU_7358,число осей шагания,,,,,"Зависит от ширины россыпи, мощности вскрыши торфов и угла наклона подотвальной площади",High,ГЖ_02_25.pdf,2026-07-03
PAR_5359,EQU_7358,число заходок,,,,,"Зависит от ширины россыпи, мощности вскрыши торфов и угла наклона подотвальной площади",High,ГЖ_02_25.pdf,2026-07-03
PAR_5360,EQU_10097,Глубина черпания,м,,,,При вскрышных работах на россыпных месторождениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5361,EQU_10097,Высота разгрузки,м,,,,При вскрышных работах на россыпных месторождениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5362,EQU_10097,Радиус черпания,м,,,,При вскрышных работах на россыпных месторождениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5363,EQU_10097,Радиус разгрузки,м,,,,При вскрышных работах на россыпных месторождениях,High,ГЖ_02_25.pdf,2026-07-03
PAR_5364,PRO_10101,Коэффициент переэкскавации,,,,,При кратной переэкскавации вскрышных пород в отвал,High,ГЖ_02_25.pdf,2026-07-03
PAR_5365,EQU_10097,Угол поворота,градусы,180,менее 180,180,Для разгрузки ковша,High,ГЖ_02_25.pdf,2026-07-03
PAR_5366,PRO_10105,Мощность вскрыши торфов,м,,10,25,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5367,PRO_10105,Ширина вскрышной заходки,м,,"26,5","63,8",,High,ГЖ_02_25.pdf,2026-07-03
PAR_5368,PRO_10105,Коэффициент переэкскавации,,,"0,46","2,24",,High,ГЖ_02_25.pdf,2026-07-03
PAR_5369,EQU_10107,Digging depth,м,,,,Параметры работы драглайна,High,ГЖ_02_25.pdf,2026-07-03
PAR_5370,EQU_10107,Unloading height,м,,,,Параметры работы драглайна,High,ГЖ_02_25.pdf,2026-07-03
PAR_5371,EQU_10107,Digging radius,м,,,,Параметры работы драглайна,High,ГЖ_02_25.pdf,2026-07-03
PAR_5372,EQU_10107,Unloading radius,м,,,,Параметры работы драглайна,High,ГЖ_02_25.pdf,2026-07-03
PAR_5373,EQU_7368,Угол наклона подвижной щеки,градусы,,,,Определяет начало силового воздействия рабочего инструмента на куски породы.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5374,PRO_10108,Коэффициент потерь на попутную мелочь,,,,,Учитывает потери при отсеве в процессе дробления.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5375,EQU_10110,Производительность,Не указана,,,,При использовании на карьерах,High,ГЖ_02_25.pdf,2026-07-03
PAR_5376,PRO_10111,Скорость вращения коленчатого вала,мин–1,,,,Оптимальная скорость вращения коленчатого вала для беспрепятственной разгрузки кусков горной породы из камеры дробилки,High,ГЖ_02_25.pdf,2026-07-03
PAR_5377,EQU_10112,Производительность,т/ч,"0,15",,,Паспортная производительность дробилки при выпускной щели 15 мм,High,ГЖ_02_25.pdf,2026-07-03
PAR_5378,MAT_10113,Масса куска,г,,300,500,"Масса образцов порфирита, используемых в лабораторных испытаниях",High,ГЖ_02_25.pdf,2026-07-03
PAR_5379,EQU_10115,Доля рабочего времени,%,,60,75,Применение безлюдной технологии,High,ГЖ_02_25.pdf,2026-07-03
PAR_5380,EQU_10115,Производительность,м³/т,,,,Увеличение производительности на 25% при увеличении доли рабочего времени на 15%,High,ГЖ_02_25.pdf,2026-07-03
PAR_5381,PRO_10108,Число разрывов,шт.,5,,,Для достижения заданной степени дробления,High,ГЖ_02_25.pdf,2026-07-03
PAR_5382,EQU_10116,Длина рабочей камеры,мм,110,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5383,EQU_10119,производительность,,,,,выбор типа дробилки на основании производительности и возможности степени дезинтеграции,High,ГЖ_02_25.pdf,2026-07-03
PAR_5384,EQU_10119,удельный расход энергии,,,,,оценка технического и экономического уровня эксплуатации дробилок,High,ГЖ_02_25.pdf,2026-07-03
PAR_5385,EQU_10119,удельная масса,,,,,оценка технического и экономического уровня эксплуатации дробилок,High,ГЖ_02_25.pdf,2026-07-03
PAR_5386,PRO_10121,Диаметр исходного куска,м,,,,Исходный размер куска перед началом процесса дробления,High,ГЖ_02_25.pdf,2026-07-03
PAR_5387,PRO_10121,Коэффициент потерь на попутную мелочь,,,,,Потери материала в виде мелкой фракции при дроблении,High,ГЖ_02_25.pdf,2026-07-03
PAR_5388,PRO_10121,Диаметр вновь образованного куска,м,,,,Размер куска после первого акта силового разрыва,High,ГЖ_02_25.pdf,2026-07-03
PAR_5389,EQU_10125,Количество,ед.,более 700,,,Внедрение автономных карьерных самосвалов компании Komatsu на месторождениях по всему миру на февраль 2024 г.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5390,PRO_10127,Коэффициент вскрыши,,,,,При вскрытии более глубоких горизонтов,High,ГЖ_02_25.pdf,2026-07-03
PAR_5391,PRO_10127,Производительность экскаватора,,,,,При недостаточной проработке подошвы уступа,High,ГЖ_02_25.pdf,2026-07-03
PAR_5392,EQU_10130,Угол поворота измерительного модуля,градусы,,,,При анализе результатов инерционных измерений энергетических параметров черпания,High,ГЖ_02_25.pdf,2026-07-03
PAR_5393,PRO_10131,Ускорение ковша,м/с²,,,,При перемещении ковша по подошве уступа,High,ГЖ_02_25.pdf,2026-07-03
PAR_5394,PRO_10135,Скорость бурения,м/ч,,,,"Зависит от ряда параметров, включая осевое давление и частоту вращения бурового долота",High,ГЖ_02_25.pdf,2026-07-03
PAR_5395,PRO_10135,Осевое давление,Н,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5396,PRO_10135,Частота вращения бурового долота,об/мин,,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5397,MAT_961,Коэффициент Пуассона,,,,,Используется для оценки способности пород выдерживать взрывные нагрузки на растяжение,High,ГЖ_02_25.pdf,2026-07-03
PAR_5398,PRO_6518,Расход взрывчатых веществ,,,,,Зависит от взрываемости пород,High,ГЖ_02_25.pdf,2026-07-03
PAR_5399,EQU_778,Энергоёмкость бурения,,,,,Характеризует расход энергии на бурение горных пород,High,ГЖ_02_25.pdf,2026-07-03
PAR_5400,EQU_10137,Снижение расхода бурения и ВВ,%,,10,25,При использовании САПР БВР на карьерах,High,ГЖ_02_25.pdf,2026-07-03
PAR_5401,EQU_10141,Действующее значение основной гармоники линейного напряжения,Не указано,Не указано,Не указано,Не указано,При питании от линии электропередачи 6 кВ,High,ГЖ_02_25.pdf,2026-07-03
PAR_5402,EQU_10144,Коэффициент мощности,,,,,Может быть изменен с помощью системы управления АВН,High,ГЖ_02_25.pdf,2026-07-03
PAR_5403,PRO_10148,Мощность короткого замыкания,МВ·А,,19,87,Установившийся режим работы,High,ГЖ_02_25.pdf,2026-07-03
PAR_5404,PRO_10148,Несущая частота ШИМ,Гц,1250,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5405,PRO_10148,Напряжение на конденсаторе АВН,В,550,,,Моделирование,High,ГЖ_02_25.pdf,2026-07-03
PAR_5406,PRO_10148,Мощность электропривода,кВт,1800,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5407,EQU_10150,коэффициент мощности,,"0,95–0,98","0,95","0,98",,High,ГЖ_02_25.pdf,2026-07-03
PAR_5408,EQU_10151,суммарный коэффициент гармонических составляющих напряжения,,,,,может превышать нормативные значения в случае слабых электрических сетей,High,ГЖ_02_25.pdf,2026-07-03
PAR_5409,EXP_10154,Мощность короткого замыкания,МВ·А,,19,87,Зависимость от типа АВН и наличия фильтра,High,ГЖ_02_25.pdf,2026-07-03
PAR_5410,EXP_10154,Суммарный коэффициент гармонических составляющих напряжения,%,,"3,4",28,"Зависимость от типа АВН, наличия фильтра и мощности короткого замыкания",High,ГЖ_02_25.pdf,2026-07-03
PAR_5411,EXP_10154,Отклонение напряжения,%,,"-14,5",0,"Зависимость от типа АВН, наличия фильтра и мощности короткого замыкания",High,ГЖ_02_25.pdf,2026-07-03
PAR_5412,EQU_10157,Отсутствие человека,,,,,В месте проведения горных работ,High,ГЖ_02_25.pdf,2026-07-03
PAR_5413,EQU_10160,Величина задания напряжения,кВ,6,,,При регулировании АВН по напряжению на вводе 6 кВ трансформатора Т,High,ГЖ_02_25.pdf,2026-07-03
PAR_5414,EQU_10163,Время пуска и торможения,с,1,,,Режим холостого хода,High,ГЖ_02_25.pdf,2026-07-03
PAR_5415,EQU_10163,Время движения на установившейся скорости,с,1,,,Режим холостого хода,High,ГЖ_02_25.pdf,2026-07-03
PAR_5416,EQU_10163,Активная мощность,кВт,,400,1200,Переходные режимы,High,ГЖ_02_25.pdf,2026-07-03
PAR_5417,EQU_10163,Коэффициент мощности,,,-1,1,Переходные режимы,High,ГЖ_02_25.pdf,2026-07-03
PAR_5418,EQU_10167,Voltage adjustment,,,,,Для поддержания заданного напряжения независимо от питающей сети и нагрузки двигателя,High,ГЖ_02_25.pdf,2026-07-03
PAR_5419,MAT_2964,Концентрация 40К,%,,"1,4·10–4",15·10–4,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5420,MAT_2964,Концентрация 238U,%,,"0,5·10–4",647·10–4,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5421,MAT_2964,Концентрация 232Th,%,,"4,3·10–4",188·10–4,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5422,PRO_10170,Коэффициент гармонических составляющих напряжения,Безразмерная величина,,,,Сравнение с двухуровневым активным выпрямителем напряжения,High,ГЖ_02_25.pdf,2026-07-03
PAR_5423,PRO_10170,Отклонение напряжения,МВ·А,,19,87,При изменении мощности короткого замыкания,High,ГЖ_02_25.pdf,2026-07-03
PAR_5424,PRO_10173,theoretical productivity,,,,,Оценка эффективности разработанного метода дезинтеграции горных пород,High,ГЖ_02_25.pdf,2026-07-03
PAR_5425,EQU_10179,грузоподъемность,т,240,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5426,EQU_10182,грузоподъемность,т,230,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5427,EQU_10182,мощность двигателя,кВТ,2014,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5428,MAT_10183,Концентрация,г/л,,"0,7·10–7","10,8·10–7",Поверхностные и подземные воды,High,ГЖ_02_25.pdf,2026-07-03
PAR_5429,MAT_10184,Концентрация,Бк/л,,2,318,Поверхностные и подземные воды,High,ГЖ_02_25.pdf,2026-07-03
PAR_5430,FAC_10188,площадь техногенной зоны,км²,"3,5",,,за десять лет освоения месторождения открытым способом,High,ГЖ_02_25.pdf,2026-07-03
PAR_5431,PRO_10201,Суммарная доза облучения,мЗв,,"2,4","11,1",Сезон работы (8 мес),High,ГЖ_02_25.pdf,2026-07-03
PAR_5432,MAT_10205,uranium concentration,mg/kg,,,,Высокая концентрация урана в руде,High,ГЖ_02_25.pdf,2026-07-03
PAR_5433,FAC_10012,Площадь учебного корпуса,м²,"1629,95",,,Строительство нового учебного корпуса,High,ГЖ_02_25.pdf,2026-07-03
PAR_5434,FAC_10012,Площадь общежития,м²,1655,,,Строительство общежития квартирного типа,High,ГЖ_02_25.pdf,2026-07-03
PAR_5435,MAT_10195,Концентрация урана,%,,"1,5",6,В зависимости от места отбора проб,High,ГЖ_02_25.pdf,2026-07-03
PAR_5436,MAT_10196,Концентрация 40К,%,"0,7–1,3",,,В верхней части водораздела,High,ГЖ_02_25.pdf,2026-07-03
PAR_5437,MAT_10196,Концентрация 238U,%,"1,1–1,4",,,В верхней части водораздела,High,ГЖ_02_25.pdf,2026-07-03
PAR_5438,MAT_10196,Концентрация 232Th,%,"4,7–7,2",,,В верхней части водораздела,High,ГЖ_02_25.pdf,2026-07-03
PAR_5439,FAC_10012,количество испытаний,штук,6,,,испытания новых образцов оборудования в 2024 году,High,ГЖ_02_25.pdf,2026-07-03
PAR_5440,FAC_10237,производственная мощность,тонн в год,,1200 (шпат),4100 (кварц),Добыча полезных ископаемых в годы Великой Отечественной войны,High,ГЖ_02_25.pdf,2026-07-03
PAR_5441,FAC_10242,производственная мощность,м3 в год,50000,,,Заготовка бутового камня для нужд обороны,High,ГЖ_02_25.pdf,2026-07-03
PAR_5442,FAC_10245,Объем производства,тыс. руб.,19,,,Производственный план 1943 г.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5443,FAC_10245,Процент выполнения плана,%,86,,,Производственный план 1943 г.,High,ГЖ_02_25.pdf,2026-07-03
PAR_5444,EQU_10248,Грузоподъёмность,тонны,220,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5445,EQU_10249,Мощность,кВт,1765,,,,High,ГЖ_02_25.pdf,2026-07-03
PAR_5446,PRO_1654,Точность прогнозирования,,,,,Повышение точности прогнозирования опасных геодинамических явлений,High,ГЖ_03_25.pdf,2026-07-03
PAR_5447,PRO_10259,Точность классификации,,,"0,97",1,Тестовая выборка,High,ГЖ_03_25.pdf,2026-07-03
PAR_5448,PRO_10261,Длительность,Время,,,,Продолжительность сигнала,High,ГЖ_03_25.pdf,2026-07-03
PAR_5449,PRO_10261,Порог регистрации,,,,,Предел обнаружения (адаптивный порог на основе STA/LTA),High,ГЖ_03_25.pdf,2026-07-03
PAR_5450,PRO_10261,Площадь,,,,,Сумма модулей амплитуд в течение всей продолжительности регистрации сигнала,High,ГЖ_03_25.pdf,2026-07-03
PAR_5451,PRO_10261,Nmax,,,,,"Число импульсов, зарегистрированных всеми доступными геофонами в интервале времени T от момента регистрации исходного импульса",High,ГЖ_03_25.pdf,2026-07-03
PAR_5452,PRO_10261,Средняя частота сигнала,,,,,"Характеризует центральную точку в спектре, где сконцентрирована энергия сигнала",High,ГЖ_03_25.pdf,2026-07-03
PAR_5453,EQU_10265,Частотный диапазон,Гц,,1,десятки килогерц,Перекрытие частотного диапазона для регистрации геодинамических событий и их предвестников,High,ГЖ_03_25.pdf,2026-07-03
PAR_5454,EQU_10272,чувствительность,м,,10,12,измерение смещений и деформаций земной коры,High,ГЖ_03_25.pdf,2026-07-03
PAR_5455,FAC_10284,Горизонты,номер горизонта,,6,11,Расположение подземных профильных линий,High,ГЖ_03_25.pdf,2026-07-03
PAR_5456,PRO_10288,Временной лаг,годы,3,,,Временной лаг между осуществлением горных работ и проявлением вызванных этим оседаний на земной поверхности,High,ГЖ_03_25.pdf,2026-07-03
PAR_5457,MAT_10290,Модуль упругости,Не указан,,,,Модуль упругости пород ослабленной зоны принят равным 10% от модуля упругости кварцитов.,High,ГЖ_03_25.pdf,2026-07-03
PAR_5458,PRO_8252,Азимут главного нормального напряжения,градусы,,150,330,Для месторождений углеводородов Западной Сибири и Западного Урала,High,ГЖ_03_25.pdf,2026-07-03
PAR_5459,PRO_8252,Отношение минимальной горизонтальной компоненты к вертикальной σh:σv,,,0.7,0.82,Для месторождений углеводородов на глубине от 1300 м до 2300 м,High,ГЖ_03_25.pdf,2026-07-03
PAR_5460,EXP_10298,Модуль упругости,ГПа,,Единицы,Сотни,"Определяется в диапазоне требуемых напряжений, который должен быть в пределах от 5 до 50 % от предела прочности при одноосном сжатии.",High,ГЖ_03_25.pdf,2026-07-03
PAR_5461,EXP_10298,Коэффициент Пуассона,,,,,"Определяется в диапазоне требуемых напряжений, который должен быть в пределах от 5 до 50 % от предела прочности при одноосном сжатии.",High,ГЖ_03_25.pdf,2026-07-03
PAR_5462,PRO_10303,среднее содержание н.о.,%,,5,7,участки ведения горных работ,High,ГЖ_03_25.pdf,2026-07-03
PAR_5463,MAT_10305,Глинистость,%,,10,25,Диапазон глинистости для образцов,High,ГЖ_03_25.pdf,2026-07-03
PAR_5464,PRO_3274,Прочность,МПа,,,0.6,Разница в пределе прочности на одноосное сжатие между образцами с разной глинистостью,High,ГЖ_03_25.pdf,2026-07-03
PAR_5465,MAT_9454,Толщина прослоя,см,,2,5,Влияние на коэффициент учёта прочности при расчёте несущей способности породных целиков,High,ГЖ_03_25.pdf,2026-07-03
PAR_5466,MAT_10310,содержание глины,%,,0,50,влияет на прочность пород,High,ГЖ_03_25.pdf,2026-07-03
PAR_5467,PRO_9828,скорость деформации,,,,,зависит от содержания глины в породе,High,ГЖ_03_25.pdf,2026-07-03
PAR_5468,MAT_10312,Содержание глины,%,,0,100,Зависимость прочности пород от содержания глины,High,ГЖ_03_25.pdf,2026-07-03
PAR_5469,PRO_10313,Коэффициент глинистости,,,0,1,Зависимость коэффициента глинистости от отношения высоты целика к суммарной мощности прослоев,High,ГЖ_03_25.pdf,2026-07-03
PAR_5470,PRO_10315,Температура,°C,,24,25,Условия проведения испытаний,High,ГЖ_03_25.pdf,2026-07-03
PAR_5471,PRO_10315,Скорость нагружения,МПа/с,1,,,Условия проведения испытаний,High,ГЖ_03_25.pdf,2026-07-03
PAR_5472,MAT_1881,Прочность,МПа,,1,"1,5",Прочность уменьшается с увеличением размера образца породы,High,ГЖ_03_25.pdf,2026-07-03
PAR_5473,MAT_1881,Модуль упругости,,,,,Модуль упругости в образце и массиве,High,ГЖ_03_25.pdf,2026-07-03
PAR_5474,MAT_3238,Содержание KCl,%,более 25,25,,Для классификации материала,High,ГЖ_03_25.pdf,2026-07-03
PAR_5475,MAT_6490,Содержание KCl,%,менее 25,,25,Для классификации материала,High,ГЖ_03_25.pdf,2026-07-03
PAR_5476,MAT_3238,Прочность на одноосное сжатие,МПа,"28,32",,,Среднее значение для 39 образцов,High,ГЖ_03_25.pdf,2026-07-03
PAR_5477,MAT_6490,Прочность на одноосное сжатие,МПа,"23,44",,,Среднее значение для 39 образцов,High,ГЖ_03_25.pdf,2026-07-03
PAR_5478,PRO_10322,Содержание глинистых включений,%,,0,100,Влияние на прочность соляных пород,High,ГЖ_03_25.pdf,2026-07-03
PAR_5479,PRO_10325,Величина подрезки,м,,2,3,Величина подрезки междупластья в синклинальных складках,High,ГЖ_03_25.pdf,2026-07-03
PAR_5480,PRO_10325,Мощность междупластья,м,,,,Уменьшение мощности междупластья при подрезке слоев,High,ГЖ_03_25.pdf,2026-07-03
PAR_5481,FAC_10326,Скорость оседания,мм/год,,50,1400,Изменение скорости оседания земной поверхности,High,ГЖ_03_25.pdf,2026-07-03
PAR_5482,EQU_10329,Расчетная мощность междупластья,м,,,,Определяется путем исключения из мощности технологического междупластья участков возможного разрушения пород в почве и кровле,High,ГЖ_03_25.pdf,2026-07-03
PAR_5483,EQU_10329,Глубина отработки,м,,,,,High,ГЖ_03_25.pdf,2026-07-03
PAR_5484,EQU_10329,Содержание нерастворимого остатка,%,,,,В пределах расчетной мощности междупластья,High,ГЖ_03_25.pdf,2026-07-03
PAR_5485,MAT_10330,Insoluble residue content,%,,0,100,Affects the strength of salt rocks,High,ГЖ_03_25.pdf,2026-07-03
PAR_5486,MAT_10330,Load-bearing capacity,N/m²,,,,Depends on the insoluble residue content,High,ГЖ_03_25.pdf,2026-07-03
PAR_5487,PRO_10337,Степень нагружения,,"0,40",,,Безопасная степень нагружения для предотвращения затопления рудника на ВКМКС,High,ГЖ_03_25.pdf,2026-07-03
PAR_5488,PRO_10336,Ширина целиков,м,,,,Подбор ширины целиков на общую высоту выработанного пространства,High,ГЖ_03_25.pdf,2026-07-03
PAR_5489,EQU_10338,Частота дискретизации,Дискретов в секунду,200,,,Микросейсмический мониторинг,High,ГЖ_03_25.pdf,2026-07-03
PAR_5490,PRO_10339,Амплитудно-частотные характеристики,,,,,Анализ микросейсмических колебаний,High,ГЖ_03_25.pdf,2026-07-03
PAR_5491,EXP_10340,Частота,Гц,,3,7,Анализ амплитудно-частотных характеристик регистрируемых волновых полей,High,ГЖ_03_25.pdf,2026-07-03
PAR_5492,PRO_10344,Высота,м,,,,"Параметр, влияющий на величину прирезки междупластья",High,ГЖ_03_25.pdf,2026-07-03
PAR_5493,PRO_10346,Скорость,м/с,,2600,3600,Исследование сейсмических волн,High,ГЖ_03_25.pdf,2026-07-03
PAR_5494,MAT_6619,Несущая способность,МПа,,30,125,Зависит от размеров и трещиноватости целика,High,ГЖ_03_25.pdf,2026-07-03
PAR_5495,MAT_6619,Соотношение ширины к высоте,,,,,Влияет на несущую способность целика,High,ГЖ_03_25.pdf,2026-07-03
PAR_5496,MAT_6619,Относительная вертикальная деформация,,,,,Изменяется в зависимости от несущей способности целика,High,ГЖ_03_25.pdf,2026-07-03
PAR_5497,PRO_10350,Показатель структурной нарушенности,,,,,При переходе от образца горной породы к породному массиву,High,ГЖ_03_25.pdf,2026-07-03
PAR_5498,PRO_10351,Кривая запредельного деформирования,,,,,,High,ГЖ_03_25.pdf,2026-07-03
PAR_5499,MAT_6619,Модуль деформации,ГПа,40,,,Механические характеристики породы,High,ГЖ_03_25.pdf,2026-07-03
PAR_5500,MAT_6619,Коэффициент поперечной деформации,,"0,2",,,Механические характеристики породы,High,ГЖ_03_25.pdf,2026-07-03
PAR_5501,MAT_6619,Сцепление,МПа,30,,,Механические характеристики породы,High,ГЖ_03_25.pdf,2026-07-03
PAR_5502,MAT_6619,Угол внутреннего трения,°,27,,,Механические характеристики породы,High,ГЖ_03_25.pdf,2026-07-03
PAR_5503,PRO_10356,Величина запаса по устойчивости,,,,,Определяется степенью повреждения пород,High,ГЖ_03_25.pdf,2026-07-03
PAR_5504,PRO_10356,Несущая способность,,,,,Определяется после достижения предела прочности,High,ГЖ_03_25.pdf,2026-07-03
PAR_5505,PRO_1496,Масса зарядов ВВ,т,,2,"7,2",Взрывные работы на Таштагольском месторождении,High,ГЖ_03_25.pdf,2026-07-03
PAR_5506,PRO_10363,Энергетический класс,,6 и более,6,,Отработка рудных участков на Таштагольском месторождении,High,ГЖ_03_25.pdf,2026-07-03
PAR_5507,PRO_10365,Относительная вертикальная деформация,,,0,"0,25",При одноосном сжатии,High,ГЖ_03_25.pdf,2026-07-03
PAR_5508,PRO_10365,Осевые напряжения,МПа,,0,450,При различных величинах относительной вертикальной деформации,High,ГЖ_03_25.pdf,2026-07-03
PAR_5509,PRO_10367,Глубина ведения работ,м,,1000,,Увеличение риска горных ударов с глубиной,High,ГЖ_03_25.pdf,2026-07-03
PAR_5510,PRO_10369,Величина,Дж,,107,109,При оценке сейсмической угрозы для шахты,High,ГЖ_03_25.pdf,2026-07-03
