node_id,entity_type,name,language,synonyms,description,domain,source_document,created_date,updated_date,is_canonical
MAT_25096,Material,Комплексные фторалюминаты,ru,,"Используются в химических источниках тока, как катализаторы, в оптических покрытиях, как модифицирующие присадки",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25097,Process,Получение фторометаллатов,ru,,Синтез комплексных фторометаллатов в водной среде,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25098,Material,RbAlF4.2H2O,en,,Тетрафторалюминат рубидия,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25099,Material,Rb2AlF5.H2O,en,,Пентафторалюминат рубидия,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25100,Process,Синтез фторалюминатов,ru,,Процесс получения фторалюминатов из квасцов и фторидов,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25101,Material,Калиевые квасцы,ru,,Исходный материал для экспериментов,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25102,Material,Рубидиевые квасцы,ru,,Исходный материал для экспериментов,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25103,Material,Фториды щелочных металлов,ru,,Добавляются в растворы квасцов,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25104,Process,Взаимодействие с молекулами HF,ru,,"Процесс, изучаемый в работе",гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25105,Experiment,Изучение состава твердых фаз,ru,,Цель работы - изучение состава твердых фаз при различном соотношении реагирующих компонентов,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25106,Equipment,Автоматический порошковый дифрактометр Philips,ru,,Используется для определения фазового состава осадков,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25107,Equipment,Спектрометр Perkin-Elmer,ru,,Используется для снятия ИК-спектров,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25108,Material,Кокс КНПС,ru,,"Нефтяной пиролизный кокс, применяемый при производстве конструкционных графитов.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25109,Process,Производство пекового кокса,ru,,Процесс получения пекового кокса из каменноугольного сырья.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25110,Experiment,Лабораторные и промышленные работы по изготовлению конструкционных графитов,ru,,Проведение лабораторных и промышленных работ по изготовлению конструкционных графитов на основе отечественного пекового кокса.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25111,Process,Коксование,ru,,Процесс получения кокса из углеродистого наполнителя.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25112,Property,Микроструктура кокса,ru,,"Структура кокса, которая может различаться в разных зонах камеры коксования.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25113,Experiment,Исследование распределения свойств кокса,ru,,"Исследование, проведенное для определения различий в свойствах кокса в разных зонах камеры коксования.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25114,Equipment,DROSS PRESS ALTEK,en,,"Новый шлаковый пресс, приобретённый Заводом ВМС, для быстрого охлаждения горячего шлака.",переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25115,Facility,Завод ВМС,ru,Завод вторичных металлов и сплавов,"Предприятие, специализирующееся на переработке лома и отходов цветных металлов.",переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25116,Process,переработка шлака,ru,,Процесс переработки алюминиевого шлака с использованием DROSS PRESS ALTEK.,переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25117,Process,Прокаливание,ru,,Дополнительная термообработка пекового кокса,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25118,Property,Свойства пекового кокса,ru,,"Характеристики пекового кокса, такие как истинная плотность и удельное электрическое сопротивление",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25119,Material,Нефтяной пиролизный кокс марки КНПС,ru,,Сырьё для производства отечественных конструкционных графитов,переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25120,Material,Сланцевый кокс,ru,,"Импортный кокс из г. Кохтла-Ярве, Эстония",переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25121,Material,Нефтяной кокс,ru,,"Импортный кокс из г. Туркменбаши, Туркменистан",переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25122,Process,Производство конструкционных графитов,ru,,Процесс производства графитов с использованием кокса,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25123,Material,метилдихлорсилан,ru,,"реагент, используемый в процессах восстановления металлов",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25124,Process,восстановление металлов,ru,,процесс получения металлов из их соединений,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25125,Material,Наноструктурированные металлы,ru,,"Металлы с наноструктурой, используемые в гетерогенном катализе и материаловедении.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25126,Process,Термическая стабилизация,ru,Стабилизация при высоких температурах,Процесс обеспечения термической устойчивости дисперсных металлов.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25127,Process,Химическая стабилизация,ru,Обеспечение химической стабильности,Процесс обеспечения химической стабильности дисперсных металлических материалов.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25128,Equipment,Гидрофобная полимерная подложка,ru,Полимерная подложка с гидрофобными свойствами,"Материал, используемый для повышения стойкости к окислению и однородности распределения частиц по размерам.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25129,Experiment,Синтез высокодисперсных металлов,ru,Получение наноструктур,Эксперимент по получению высокодисперсных металлов с использованием различных методов синтеза.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25130,Material,Наноструктурированные металлические материалы,ru,"нанообъекты, надмолекулярные агрегаты","Материалы, размер частиц которых варьируется от единиц до сотен нанометров.","гидрометаллургия, пирометаллургия",04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25131,Process,Гидридный синтез,ru,,"Метод синтеза дисперсных металлов, модифицированных в поверхностном слое используемым восстановителем.",гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25132,Process,Псевдоматричные процессы,ru,,Методы получения наноструктурированных композитов типа полимер—металл.,гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25133,Expert,Сырков А. Г.,en,,Автор статьи о нанотехнологиях металлов.,нанотехнологии,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25134,Process,Метод твердофазного гидридного синтеза,en,,Метод получения наноструктурированных металлических материалов.,нанотехнологии,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25135,Process,Дегазация металла,ru,,Процесс обработки металла для удаления газов и примесей,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25136,Equipment,Установка дегазации,ru,дегазатор,Оборудование для проведения процесса дегазации металла,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25137,Material,Жидкий металл,ru,,"Металл в жидком состоянии, подлежащий обработке",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25138,Equipment,Пенокерамический фильтр,ru,,Фильтр для очистки жидкого металла,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25139,Material,Нанопленки ПАВ,ru,Нанопленки поверхностно-активных веществ,"Нанопленки азотосодержащих катионных ПАВ, адсорбированные на границе раздела металл—стекло, металл—полимер",Переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25140,Process,Адсорбция ПАВ,ru,,Процесс адсорбции нанопленок ПАВ на поверхности металла,Переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25141,Experiment,Исследование смазывающего действия ПАВ,ru,,Исследование причин различного смазывающего действия ПАВ на основе четвертичных соединений аммония,Переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25142,Publication,Статья [14],ru,,"Публикация, описывающая результаты исследований смазывающего действия ПАВ",Переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25143,Facility,СПГГИ (ТУ),ru,,Санкт-Петербургский государственный горный институт (технический университет),Переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25144,Process,Обработка жидкого металла,ru,очистка и дегазация,"Технологии обработки жидкого металла, включая очистку и дегазацию.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25145,Facility,Литейный цех,ru,,Производственное помещение для литья металлов.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25146,Material,Комбинированный термически сформированный распределитель металла,ru,,"Распределитель металла, изготовленный методом термической формовки",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25147,Process,Термическая формовка,ru,,Метод производства комбинированного распределителя металла,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25148,Equipment,Специализированные и автоматизированные установки для соединения,ru,,"Установки, разработанные фирмой Pyrotek для соединения частей распределителя металла",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25149,Property,Снижение стоимости производства,ru,,Одно из преимуществ применения комбинированных термически сформированных распределителей металла,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25150,Experiment,Производственные испытания,ru,,"Испытания, проведенные на четырех различных заводах для оценки температурного профиля слитка и состояния комбинированных распределителей жидкого металла",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25151,Expert,Александр Иванович Целиков,ru,,"Выдающийся конструктор, педагог, организатор в области металлургии",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25152,Publication,Расчет и конструирование прокатных машин-орудий,ru,,"Первый учебник по прокатным станам, содержащий основные методы расчета и принципы конструирования прокатных станов",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25153,Publication,Влияние внешнего трения и натяжения на давление на валки при прокатке,ru,,"Работа, заложившая фундамент современной теории расчета усилия прокатки",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25154,Process,разливка металла,ru,литейный процесс,процесс распределения жидкого металла в изложницы,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25155,Equipment,распределительный мешок,ru,,устройство для направления потока жидкого металла,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25156,Property,температура металла,ru,,"параметр, влияющий на качество разливки металла",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25157,Property,содержание оксидов,ru,,"параметр, характеризующий качество металла",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25158,Experiment,электромагнитное литьё,ru,,"технология литья, контролирующая формирование потока без применения смазок",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25159,Material,Расплавленный алюминий,ru,,"Материал, используемый в процессе полунепрерывного литья слитков",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25160,Process,Полунепрерывное литьё,ru,,Процесс литья слитков с использованием комбинированных мешков-распределителей,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25161,Equipment,Комбинированные мешки-распределители,ru,Мешки-распределители из стекловолоконной ткани,Устройства для распределения расплавленного металла в кристаллизаторе,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25162,Property,Чистота расплавленного металла,ru,,"Свойство расплавленного металла, которое необходимо поддерживать для качественного литья",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25163,Experiment,Применение технологии ReMAD,ru,,Эксперимент по использованию новой технологии распределения расплава алюминия,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25164,Process,Вакуумное горячее прессование (ВГП),ru,,Метод компактирования технического бериллия.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25165,Process,Горячая штамповка порошков (ГШП),ru,,Метод компактирования технического бериллия.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25166,Process,Горячее изостатическое прессование (ГИП),ru,,Метод компактирования технического бериллия.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25167,Property,Разбухание,ru,,"Свойство бериллия, проявляющееся в процессе изотермической обработки.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25168,Material,Технический бериллий,ru,Металлокерамический бериллий,"Материал, используемый в исследованиях для изучения влияния дисперсности оксидных частиц и размера зерна на прочностные свойства.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25169,Property,Прецизионный предел упругости (ППУ),ru,,"Характеристика материала, отражающая его способность сопротивляться деформации.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25170,Experiment,Исследование влияния ГИП на ППУ бериллия,ru,,Эксперименты с техническим бериллием для изучения влияния температуры ГИП и дисперсности оксидных частиц на ППУ.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25171,Material,Металлокерамический бериллий,ru,,"Материал с малой плотностью и высоким модулем упругости, используемый в гироприборах и металлооптике.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25172,Equipment,Изостаты конструкции ВНИИметмаша,ru,,Оборудование для реализации метода горячего изостатического прессования.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25173,Property,Физико-механические свойства бериллия,ru,,"Свойства бериллия, такие как уровень и изотропность, обеспечивающие высокую размерную стабильность изделий.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25174,Experiment,Исследования по ГИП бериллия,ru,,"Исследования, проведенные сотрудниками Института им. Баттела, Харьковского физико-технического института и ВНИИНМ им. акад. А. А. Бочвара.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25175,Expert,А. И. Целиков,ru,,"Разработчик ресурсосберегающих высокоэкономичных непрерывных процессов, создатель агрегатов непрерывного литья и прокатки цветных сплавов.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25176,Equipment,агрегаты непрерывного литья и прокатки (ЛПА),ru,ЛПА,Агрегаты для непрерывного литья и прокатки цветных сплавов.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25177,Facility,завод «Электросталь»,ru,,"Место, где был сдан в эксплуатацию первый в мире ЛПА для прокатки спецсплавов с планетарным станом.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25178,Material,огнеупорные бетоны для цветной металлургии,ru,,"Бетоны с низкой смачиваемостью расплавом металла, высокой плотностью, низкой пористостью, высокой механической прочностью и стойкостью к термоударам.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25179,Experiment,Численный эксперимент для второй полуреплики матрицы планирования,ru,,"Эксперимент, проведенный с помощью уравнения (2) для проверки адекватности и эффективности управления по критерию снижения энергопотребления ТПИ.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25180,Process,Управление по аналитическому полиному,ru,,Процесс управления ТПИ с использованием аналитического полинома (2).,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25181,Expert,Николай Николаевич Шипков,ru,,"Крупный учёный в области создания конструкционных материалов на основе углерода, разработки технологии их производства, исследования взаимодействия различных структурных форм углерода с металлами при высоких температурах и давлениях.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25182,Facility,ФГУП «НИИграфит»,ru,,Государственный научно-исследовательский институт конструкционных материалов на основе графита.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25183,Experiment,пассивный эксперимент,ru,,Анализ данных о протекании ТПИ за длительный период времени.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25184,Process,Технологический процесс измельчения (ТПИ),ru,,Процесс измельчения рудных материалов,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25185,Equipment,Виброакустический анализатор,ru,,Устройство для анализа вибраций и акустических сигналов,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25186,Equipment,Многофункциональный технологический контроллер типа «Honeywell»,ru,,Контроллер для управления технологическими процессами,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25187,Expert,ДамбаОчир Д.,ru,,Автор публикаций по цветной металлургии.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25188,Expert,Кимяев И. Т.,ru,,Автор публикаций по цветной металлургии.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25189,Expert,Салихов З. Г.,ru,,Автор публикаций по цветной металлургии.,пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25190,Facility,ОФ СП «Эрдэнэт»,ru,,"Обогатительная фабрика, на которой проводились исследования.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25191,Facility,Институт цветных металлов,ru,,Научно-исследовательский центр в области цветной металлургии в Польше,"пирометаллургия, переработка отходов",04_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25192,Equipment,флотационная машина серии IF,ru,серия IF,Новая генерация флотационных машин с аэраторами нового типа,переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25193,Publication,Комплексная программа по водородной энергетике и топливным элементам,ru,,"Программа поисковых, научно-исследовательских и опытно-конструкторских работ в области водородной энергетики и топливных элементов, подписанная РАН и 'Норильский никель'.",экология,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25194,Expert,Юрий Осипов,ru,,"Президент РАН, академик, подписал Комплексную программу с Михаилом Прохоровым.",,04_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25195,Expert,Михаил Прохоров,ru,,"Генеральный директор – председатель Правления 'ГМК 'Норильский никель', подписал Комплексную программу с Юрием Осиповым.",,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25196,Facility,Российская Академия наук,ru,РАН,"Российская научная организация, подписавшая Комплексную программу с 'Норильским никелем'.",,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25197,Facility,А. О. КГХМ Польская Медь,ru,,"Крупное предприятие с 40-летней историей, производитель меди и серебра.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25198,Publication,Корпорация Outokumpu в 1980–2002 гг.,ru,,Анализ деятельности корпорации Outokumpu,Экономика и управление производством,05_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25199,Publication,"Определение затрат, связанных с применением вахтового метода организации работ на новых предприятиях цветной металлургии",ru,,Анализ затрат на вахтовый метод работы,Экономика и управление производством,05_2004_cm.pdf,2026-07-03,2026-07-03,True
PUB_25200,Publication,Влияние времени нахождения рудных и нерудных минералов в хвостохранилищах на их сорбционные свойства,ru,,Исследование сорбционных свойств минералов,Обогащение,05_2004_cm.pdf,2026-07-03,2026-07-03,True
EXP_25201,Expert,Urvas O.,en,,Сотрудник корпорации Outokumpu,,05_2004_cm.pdf,2026-07-03,2026-07-03,False
EXP_25202,Expert,Poluektov A. I.,ru,,Исследователь в области управления производством на предприятиях цветной металлургии,управление производством,05_2004_cm.pdf,2026-07-03,2026-07-03,False
EXP_25203,Expert,Makarov V. N.,ru,,Исследователь влияния времени хранения руды и нерудных минералов в хвостохранилищах на их сорбционные свойства,переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,False
FAC_25204,Facility,КГХМ Польская Медь,ru,,"Крупное предприятие в Польской Республике, занимающее шестое место в мире по объёму производства меди и второе место среди мировых производителей серебра.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25205,Material,Медные катоды,ru,Рафинированная медь,"Товарная продукция КГХМ, используемая в различных промышленных процессах.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25206,Material,Медная катанка,ru,,"Продукция КГХМ, используемая для производства кабелей и проволоки.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25207,Facility,Отдел гидро- и электрометаллургии,ru,,"Исследования технологий получения металлов путем выщелачивания, извлечения, ионообменной сорбции, осаждения, электролиза и электрорафинирования.",гидрометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25208,Facility,Отдел охраны окружающей среды,ru,,"Исследования по измерению выбросов и состава вредных веществ, эффективности работы установок по удалению пыли, очистке и обеспыливанию технологических газов, переработке отходов.",экология,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25209,Facility,Отдел обработки металлов и сплавов,ru,,"Исследования процессов литья, пластической деформации, термообработки, плавления, очистки, фильтрации, модифицирования, с особым вниманием к алюминиевым сплавам.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25210,Facility,Отдел металловедения цветных металлов,ru,,"Исследование макро- и микроструктуры руд, металлов и сплавов; разработка новых кристаллических, нанокристаллических и аморфных сплавов.",пирометаллургия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25211,Facility,Отдел аналитической химии,ru,,Исследование классических и спектрометрических методов анализа материалов и процессов.,аналитическая химия,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25212,Facility,Опытный завод INMET,ru,,Производство проволоки электротехнического назначения из биметаллов и триметаллов на основе серебра и его сплавов.,переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25213,Facility,Опытно-промышленный завод INNOVATOR,ru,,Утилизация драгоценных металлов.,переработка отходов,04_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25214,Process,Приватизация Outokumpu,en,Частичная приватизация,Превращение государственной компании Outokumpu в акционерное общество с частным капиталом.,,05_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25215,Process,Расширение производственной базы Outokumpu,en,Транснационализация,Расширение производственной базы компании Outokumpu в других странах.,,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25216,Facility,Рудник Ravensthorpe,en,,"Рудник, в строительство которого компания BHP Billiton планирует вложить средства.",Переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25217,Facility,Рафинировочный завод Yabulu,en,,"Завод, на котором BHP Billiton планирует расширить мощности по производству никеля и кобальта.",Переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25218,Facility,Outokumpu Oyj,en,,Горно-металлургическая компания,,05_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25219,Process,Добыча и переработка меди,ru,Производство меди,"Процесс добычи и переработки медных концентратов, включая сокращение производства на рудниках Grasberg и Ok Tedi Mining Ltd.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25220,Facility,Рудник Grasberg,ru,,"Медный рудник в Индонезии, где произошло снижение производства из-за оползней.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25221,Facility,Ravensthorpe Nickel Project,ru,,Проект по добыче и переработке никелевой руды в Западной Австралии.,гидрометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25222,Facility,Kingamyambo Musonoi Tailings SARL (KMT),en,KMT,Совместное предприятие для переработки хвостов от добычи медно-кобальтовой руды в Колвези,переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25223,Process,Сернокислотное выщелачивание (SX-EW),en,SX-EW,Процесс переработки хвостов с использованием сернокислотного выщелачивания,гидрометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
MAT_25224,Material,Медно-кобальтовая руда,en,,"Руда с содержанием меди 1,49% и кобальта 0,32%",переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25225,Facility,Escondida,en,,"Рудник в Чили, где будет проводиться переработка низкосортной сульфидной медной руды",переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
PRO_25226,Process,Производство катализаторов,ru,,"Процесс производства катализаторов для автомобилей с дизельным двигателем, позволяющий заменить платину на палладий.",переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
EQU_25227,Equipment,Системы контроля отработавших газов,ru,Катализаторы,"Системы, используемые в дизельных двигателях для контроля выбросов вредных веществ.",переработка отходов,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25228,Facility,Minera Toachi S.A.,en,,Эквадорский медно-цинковый рудник.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25229,Facility,Trout Lake,en,,Канадское медно-никелевое месторождение.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25230,Facility,Lokken Gruber A/S & Co,en,,Норвежский медный рудник.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25231,Facility,Minera Antares,en,,Мексиканская компания с перспективным месторождением цинка Verlardena.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25232,Facility,A/S Bidjovagge Gruber,en,,"Норвежская компания, занимавшаяся добычей меди и золота.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25233,Facility,Lady Loretta,en,,"Австралийское месторождение цинка, свинца и серебра.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25234,Facility,Никелевый рудник Silver Swan,en,,Никелевый рудник в Западной Австралии с годовой производительностью 12 тыс. т никелевого концентрата.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25235,Facility,Медный рудник Viscaria,en,,"Медный рудник в Швеции, закрытый в 1997 году из-за истощения ресурсов.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25236,Facility,Цинковый рудник Тара,en,,"Цинковый рудник в Ирландии, на который была начата программа расширения в 2000 году.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25237,Facility,Цинковый рудник Пюхясалми,en,,"Цинковый рудник в Финляндии, проданный в 2002 году фирме Canadian Inmet Inc.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25238,Facility,Outokumpu Copper,en,,"Компания Outokumpu Copper, занимающаяся производством медной продукции.",пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25239,Facility,The Nippert Company,en,,Североамериканский производитель сварочной проволоки и других видов волоченой медной продукции.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25240,Facility,Valleycast Inc.,en,,Североамериканский производитель легированной медной проволоки.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25241,Facility,Metallverken AB,en,,Шведский производитель медных полуфабрикатов.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25242,Facility,Wirsbo Bruks AB,en,,Шведский производитель медных полуфабрикатов.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
FAC_25243,Facility,Iberica del Cobre S.A.,en,,Испанский производитель медных полуфабрикатов.,пирометаллургия,05_2004_cm.pdf,2026-07-03,2026-07-03,True
